flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL12674,2024-08-28,8,Summer,Wednesday,NovaStar,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:05,0.0,0.0,418.0,420,On Time,0,270.0,374.29,4.6
FL11691,2024-08-28,8,Summer,Wednesday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,22:20,3.0,18.0,156.0,135,Security,0,291.0,65.28,3.9
FL12230,2024-08-28,8,Summer,Wednesday,NovaStar,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,06:20,4.0,0.0,128.0,130,Weather,0,278.0,57.72,4.4
FL10149,2024-08-28,8,Summer,Wednesday,Atlantic Wings,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,12:30,52.0,45.0,182.0,130,Air Traffic Control,0,328.0,115.04,2.5
FL11398,2024-08-29,8,Summer,Thursday,SkyWing Air,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,09:35,0.0,6.0,133.0,130,On Time,0,130.0,150.0,4.2
FL14298,2024-08-29,8,Summer,Thursday,CloudJet,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,13:30,,,,135,Air Traffic Control,1,274.0,128.37,2.1
FL12370,2024-08-29,8,Summer,Thursday,Atlantic Wings,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:35,37.0,42.0,129.0,85,Crew Availability,0,357.0,91.82,2.8
FL13215,2024-08-30,8,Summer,Friday,AeroSwift,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,13:15,13.0,18.0,226.0,210,Weather,0,404.0,237.39,3.0
FL10410,2024-08-30,8,Summer,Friday,AeroSwift,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,14:40,4.0,11.0,165.0,145,Security,0,68.0,88.27,3.1
FL11168,2024-08-30,8,Summer,Friday,PolarAir,Boeing 777,London Heathrow,Dubai,London Heathrow → Dubai,5490,16:05,18.0,11.0,425.0,415,Crew Availability,0,137.0,406.63,3.2
FL12600,2024-08-30,8,Summer,Friday,AeroSwift,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:50,27.0,38.0,179.0,145,Technical,0,176.0,103.22,3.1
FL11909,2024-08-30,8,Summer,Friday,PolarAir,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,13:20,0.0,7.0,447.0,430,On Time,0,415.0,427.21,4.1
FL10956,2024-08-30,8,Summer,Friday,NovaStar,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:15,44.0,51.0,141.0,85,Weather,0,321.0,49.0,3.3
FL12842,2024-08-30,8,Summer,Friday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:50,4.0,1.0,140.0,135,Air Traffic Control,0,103.0,118.16,4.4
FL13580,2024-08-30,8,Summer,Friday,SkyWing Air,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:10,10.0,20.0,172.0,145,Crew Availability,0,69.0,91.48,3.9
FL11271,2024-08-30,8,Summer,Friday,Atlantic Wings,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,17:20,0.0,0.0,137.0,135,On Time,0,,166.7,4.3
FL12956,2024-08-30,8,Summer,Friday,Atlantic Wings,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,16:20,8.0,21.0,163.0,135,Security,0,,164.94,3.9
FL13430,2024-08-31,8,Summer,Saturday,PolarAir,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,18:35,22.0,35.0,169.0,130,Weather,0,310.0,184.03,3.4
FL10018,2024-08-31,8,Summer,Saturday,SkyWing Air,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:50,0.0,8.0,148.0,135,On Time,0,193.0,158.2,4.0
FL12730,2024-08-31,8,Summer,Saturday,SkyWing Air,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,12:00,3.0,0.0,434.0,430,Air Traffic Control,0,239.0,480.89,4.1
FL11028,2024-08-31,8,Summer,Saturday,AeroSwift,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,20:30,0.0,2.0,91.0,85,On Time,0,315.0,89.6,5.0
FL14182,2024-08-31,8,Summer,Saturday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:15,3.0,13.0,97.0,85,Late Aircraft,0,350.0,49.0,3.8
FL12058,2024-08-31,8,Summer,Saturday,AeroSwift,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,08:25,15.0,8.0,154.0,145,Technical,0,326.0,158.22,4.0
FL10713,2024-08-31,8,Summer,Saturday,CloudJet,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,12:35,10.0,17.0,158.0,145,Weather,0,68.0,208.84,3.9
FL12725,2024-09-01,9,Autumn,Sunday,SkyWing Air,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,13:45,1.0,0.0,142.0,135,Late Aircraft,0,68.0,153.17,3.9
FL12529,2024-09-01,9,Autumn,Sunday,Atlantic Wings,,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,17:35,92.0,103.0,847.0,745,Weather,0,92.0,749.29,1.8
FL14778,2024-09-01,9,Autumn,Sunday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,14:45,6.0,18.0,763.0,745,Crew Availability,0,258.0,546.32,
FL14880,2024-09-01,9,Autumn,Sunday,Atlantic Wings,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,14:35,2.0,17.0,161.0,145,Air Traffic Control,0,112.0,181.53,3.8
FL13441,2024-09-02,9,Autumn,Monday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,10:20,0.0,10.0,141.0,130,On Time,0,154.0,69.17,4.1
FL12884,2024-09-02,9,Autumn,Monday,Atlantic Wings,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,13:30,0.0,0.0,426.0,430,On Time,0,220.0,442.21,4.1
FL11385,2024-09-02,9,Autumn,Monday,SkyWing Air,Airbus A380,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,17:30,8.0,5.0,422.0,420,Weather,0,301.0,397.45,3.4
FL14535,2024-09-02,9,Autumn,Monday,SkyWing Air,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,21:15,6.0,21.0,155.0,130,Technical,0,302.0,105.43,3.9
FL10076,2024-09-02,9,Autumn,Monday,SkyWing Air,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:10,7.0,16.0,151.0,135,Air Traffic Control,0,116.0,49.0,4.0
FL10689,2024-09-02,9,Autumn,Monday,SkyWing Air,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,22:20,0.0,0.0,412.0,415,On Time,0,313.0,408.02,4.8
FL12653,2024-09-02,9,Autumn,Monday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:30,55.0,57.0,211.0,145,Air Traffic Control,0,247.0,154.08,2.8
FL14302,2024-09-02,9,Autumn,Monday,SkyWing Air,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,15:45,11.0,24.0,174.0,145,Crew Availability,0,257.0,95.55,4.5
FL13094,2024-09-02,9,Autumn,Monday,CloudJet,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,13:10,0.0,14.0,154.0,135,On Time,0,190.0,80.9,4.6
FL14232,2024-09-02,9,Autumn,Monday,AeroSwift,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,14:45,13.0,21.0,166.0,135,Air Traffic Control,0,396.0,104.35,3.4
FL11928,2024-09-02,9,Autumn,Monday,PolarAir,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:40,14.0,17.0,445.0,430,Security,0,156.0,366.02,
FL10184,2024-09-03,9,Autumn,Tuesday,NovaStar,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,13:55,17.0,27.0,155.0,130,Air Traffic Control,0,129.0,124.8,4.4
FL12387,2024-09-03,9,Autumn,Tuesday,CloudJet,Airbus A380,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:55,6.0,19.0,774.0,745,Weather,0,253.0,628.22,4.2
FL12835,2024-09-03,9,Autumn,Tuesday,Atlantic Wings,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:00,57.0,57.0,139.0,85,Crew Availability,0,215.0,52.93,3.3
FL12602,2024-09-03,9,Autumn,Tuesday,PolarAir,Boeing 787,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,12:30,27.0,33.0,464.0,430,Weather,0,267.0,388.6,3.4
FL13396,2024-09-03,9,Autumn,Tuesday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,18:35,20.0,23.0,152.0,130,Weather,0,280.0,49.0,3.3
FL13330,2024-09-03,9,Autumn,Tuesday,CloudJet,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,10:55,0.0,1.0,51.0,50,On Time,0,336.0,49.0,4.7
FL10303,2024-09-03,9,Autumn,Tuesday,SkyWing Air,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,09:35,,,,130,Crew Availability,1,325.0,69.35,1.4
FL11944,2024-09-03,9,Autumn,Tuesday,PolarAir,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,07:00,0.0,12.0,142.0,130,On Time,0,207.0,84.64,4.0
FL13687,2024-09-04,9,Autumn,Wednesday,SkyWing Air,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,12:00,11.0,17.0,147.0,135,Crew Availability,0,198.0,117.47,3.6
FL10171,2024-09-04,9,Autumn,Wednesday,PolarAir,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,15:40,9.0,23.0,154.0,135,Late Aircraft,0,244.0,135.06,4.1
FL11350,2024-09-04,9,Autumn,Wednesday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,15:20,0.0,7.0,227.0,210,On Time,0,223.0,154.07,4.8
FL10440,2024-09-04,9,Autumn,Wednesday,SkyWing Air,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,12:35,5.0,13.0,140.0,130,Air Traffic Control,0,362.0,67.17,4.1
FL11787,2024-09-04,9,Autumn,Wednesday,CloudJet,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:35,0.0,1.0,421.0,415,On Time,0,76.0,377.16,4.7
FL11474,2024-09-04,9,Autumn,Wednesday,PolarAir,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,17:30,,,,130,Air Traffic Control,1,209.0,142.46,1.7
FL12718,2024-09-04,9,Autumn,Wednesday,Atlantic Wings,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:10,9.0,22.0,777.0,745,Air Traffic Control,0,196.0,742.19,3.6
FL12369,2024-09-04,9,Autumn,Wednesday,Atlantic Wings,Boeing 787,Bristol,Malaga,Bristol → Malaga,1620,07:10,86.0,92.0,243.0,145,Technical,0,201.0,123.62,2.3
FL11686,2024-09-04,9,Autumn,Wednesday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,20:05,0.0,12.0,437.0,420,On Time,0,281.0,347.09,4.3
FL14761,2024-09-05,9,Autumn,Thursday,SkyWing Air,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,14:25,25.0,22.0,447.0,430,Crew Availability,0,247.0,424.1,4.4
FL14308,2024-09-05,9,Autumn,Thursday,AeroSwift,,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:55,0.0,13.0,158.0,135,On Time,0,202.0,63.48,4.2
FL11463,2024-09-05,9,Autumn,Thursday,SkyWing Air,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:05,40.0,35.0,175.0,145,Late Aircraft,0,342.0,87.56,3.0
FL10445,2024-09-05,9,Autumn,Thursday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,14:25,1.0,14.0,67.0,50,Air Traffic Control,0,410.0,49.0,4.0
FL13235,2024-09-05,9,Autumn,Thursday,SkyWing Air,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:45,14.0,27.0,169.0,135,Crew Availability,0,98.0,110.42,3.7
FL11757,2024-09-06,9,Autumn,Friday,AeroSwift,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,17:45,3.0,0.0,137.0,135,Air Traffic Control,0,384.0,71.66,3.7
FL13534,2024-09-06,9,Autumn,Friday,CloudJet,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,12:15,60.0,72.0,225.0,145,Security,0,412.0,60.74,2.1
FL14340,2024-09-06,9,Autumn,Friday,NovaStar,Airbus A380,London Heathrow,Dubai,London Heathrow → Dubai,5490,12:15,0.0,0.0,413.0,415,On Time,0,116.0,289.95,3.9
FL11676,2024-09-06,9,Autumn,Friday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,05:20,12.0,6.0,433.0,420,Weather,0,65.0,311.23,4.5
FL12291,2024-09-06,9,Autumn,Friday,CloudJet,Embraer E190,Glasgow,Dublin,Glasgow → Dublin,220,11:45,18.0,23.0,76.0,50,Late Aircraft,0,114.0,49.0,3.7
FL11705,2024-09-06,9,Autumn,Friday,SkyWing Air,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,15:35,15.0,12.0,156.0,145,Security,0,127.0,81.09,3.0
FL10226,2024-09-06,9,Autumn,Friday,PolarAir,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,22:15,6.0,7.0,102.0,85,Weather,0,119.0,49.0,3.5
FL13148,2024-09-06,9,Autumn,Friday,SkyWing Air,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,20:40,26.0,24.0,233.0,210,Weather,0,360.0,174.2,3.6
FL12856,2024-09-06,9,Autumn,Friday,CloudJet,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,14:00,,,,85,Late Aircraft,1,368.0,81.47,2.2
FL12337,2024-09-06,9,Autumn,Friday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,15:35,1.0,13.0,154.0,135,Air Traffic Control,0,259.0,90.95,4.0
FL10997,2024-09-06,9,Autumn,Friday,SkyWing Air,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,17:05,20.0,16.0,757.0,745,Crew Availability,0,249.0,716.25,3.4
FL12419,2024-09-06,9,Autumn,Friday,AeroSwift,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,21:10,2.0,0.0,753.0,745,Late Aircraft,0,198.0,577.04,4.1
FL11384,2024-09-07,9,Autumn,Saturday,PolarAir,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,09:15,32.0,34.0,254.0,210,Weather,0,101.0,165.82,3.5
FL12671,2024-09-07,9,Autumn,Saturday,Atlantic Wings,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,14:20,15.0,27.0,160.0,135,Crew Availability,0,129.0,111.9,4.3
FL14877,2024-09-07,9,Autumn,Saturday,SkyWing Air,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:50,0.0,0.0,92.0,85,On Time,0,298.0,109.3,4.9
FL11837,2024-09-07,9,Autumn,Saturday,SkyWing Air,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,11:00,24.0,19.0,165.0,145,Security,0,62.0,136.07,3.1
FL14724,2024-09-07,9,Autumn,Saturday,AeroSwift,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,10:45,0.0,7.0,753.0,745,On Time,0,,544.49,4.5
FL11572,2024-09-07,9,Autumn,Saturday,PolarAir,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:35,2.0,5.0,438.0,430,Crew Availability,0,211.0,388.24,3.7
FL11565,2024-09-08,9,Autumn,Sunday,Atlantic Wings,Boeing 787,London Heathrow,Dubai,London Heathrow → Dubai,5490,15:00,114.0,121.0,532.0,415,Weather,0,,366.83,1.0
FL13004,2024-09-08,9,Autumn,Sunday,Atlantic Wings,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,16:05,4.0,16.0,145.0,130,Technical,0,159.0,52.44,3.8
FL11446,2024-09-08,9,Autumn,Sunday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,05:30,1.0,0.0,84.0,85,Weather,0,347.0,49.0,3.4
FL10450,2024-09-08,9,Autumn,Sunday,AeroSwift,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:10,0.0,0.0,132.0,135,On Time,0,134.0,139.47,4.8
FL14303,2024-09-08,9,Autumn,Sunday,Atlantic Wings,Airbus A380,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:55,62.0,61.0,815.0,745,Technical,0,231.0,691.47,2.5
FL12105,2024-09-08,9,Autumn,Sunday,PolarAir,Airbus A380,Manchester,Barcelona,Manchester → Barcelona,1440,06:25,18.0,12.0,143.0,130,Crew Availability,0,188.0,82.94,3.6
FL13728,2024-09-08,9,Autumn,Sunday,PolarAir,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:05,6.0,20.0,445.0,415,Late Aircraft,0,167.0,295.07,3.2
FL12186,2024-09-08,9,Autumn,Sunday,PolarAir,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,11:45,18.0,33.0,84.0,50,Technical,0,385.0,49.0,4.2
FL13650,2024-09-09,9,Autumn,Monday,CloudJet,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,15:40,16.0,17.0,161.0,135,Crew Availability,0,241.0,65.92,3.6
FL12806,2024-09-09,9,Autumn,Monday,PolarAir,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:30,31.0,34.0,460.0,420,Technical,0,183.0,385.07,2.1
FL13553,2024-09-09,9,Autumn,Monday,AeroSwift,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,06:50,1.0,12.0,444.0,430,Technical,0,318.0,279.56,3.3
FL11778,2024-09-09,9,Autumn,Monday,AeroSwift,,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,14:35,9.0,24.0,158.0,135,Late Aircraft,0,362.0,114.93,3.5
FL11698,2024-09-09,9,Autumn,Monday,PolarAir,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,15:55,9.0,5.0,148.0,135,Security,0,67.0,119.25,3.6
FL13993,2024-09-09,9,Autumn,Monday,SkyWing Air,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,08:55,5.0,13.0,432.0,415,Technical,0,370.0,384.76,4.2
FL13666,2024-09-10,9,Autumn,Tuesday,Atlantic Wings,Boeing 787,London Heathrow,Dubai,London Heathrow → Dubai,5490,17:40,0.0,13.0,433.0,415,On Time,0,410.0,333.79,3.9
FL13039,2024-09-10,9,Autumn,Tuesday,CloudJet,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:00,27.0,36.0,127.0,85,Crew Availability,0,302.0,85.75,3.8
FL10595,2024-09-10,9,Autumn,Tuesday,PolarAir,,Birmingham,Istanbul,Birmingham → Istanbul,2680,12:25,0.0,0.0,216.0,210,On Time,0,400.0,204.79,4.3
FL10860,2024-09-10,9,Autumn,Tuesday,Atlantic Wings,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,15:50,7.0,11.0,427.0,420,Late Aircraft,0,330.0,427.53,3.1
FL10901,2024-09-10,9,Autumn,Tuesday,AeroSwift,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,07:55,4.0,13.0,167.0,145,Technical,0,197.0,64.41,3.9
FL11134,2024-09-11,9,Autumn,Wednesday,Atlantic Wings,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,09:40,67.0,82.0,230.0,145,Security,0,319.0,128.05,3.5
FL10998,2024-09-11,9,Autumn,Wednesday,CloudJet,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:35,13.0,17.0,151.0,135,Crew Availability,0,300.0,137.04,3.5
FL11416,2024-09-11,9,Autumn,Wednesday,SkyWing Air,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,05:25,12.0,24.0,154.0,135,Late Aircraft,0,155.0,97.16,3.8
FL12536,2024-09-11,9,Autumn,Wednesday,CloudJet,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,14:05,0.0,0.0,147.0,145,On Time,0,351.0,105.6,3.9
FL12926,2024-09-12,9,Autumn,Thursday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:25,18.0,18.0,771.0,745,Late Aircraft,0,155.0,615.01,3.8
FL10996,2024-09-12,9,Autumn,Thursday,AeroSwift,Boeing 787,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,06:35,0.0,8.0,161.0,145,On Time,0,390.0,93.85,4.8
FL11035,2024-09-12,9,Autumn,Thursday,CloudJet,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,09:55,52.0,59.0,191.0,130,Security,0,412.0,85.35,2.4
FL13207,2024-09-12,9,Autumn,Thursday,Atlantic Wings,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,18:05,2.0,10.0,149.0,135,Late Aircraft,0,360.0,54.15,4.0
FL10769,2024-09-12,9,Autumn,Thursday,SkyWing Air,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:10,3.0,12.0,97.0,85,Security,0,74.0,49.0,3.9
FL12462,2024-09-13,9,Autumn,Friday,SkyWing Air,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,17:45,51.0,66.0,495.0,430,Crew Availability,0,64.0,437.9,2.3
FL11587,2024-09-13,9,Autumn,Friday,PolarAir,Boeing 777,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,22:40,0.0,9.0,139.0,135,On Time,0,251.0,49.0,4.6
FL13371,2024-09-13,9,Autumn,Friday,PolarAir,Airbus A320,Bristol,Malaga,Bristol → Malaga,1620,08:40,6.0,10.0,154.0,145,Crew Availability,0,132.0,144.97,3.5
FL13564,2024-09-13,9,Autumn,Friday,PolarAir,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,05:20,38.0,40.0,257.0,210,Technical,0,210.0,174.69,2.9
FL12363,2024-09-13,9,Autumn,Friday,SkyWing Air,Airbus A320,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:20,55.0,65.0,815.0,745,Weather,0,,756.04,3.2
FL13097,2024-09-13,9,Autumn,Friday,PolarAir,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:25,12.0,18.0,230.0,210,Security,0,177.0,195.93,3.9
FL13880,2024-09-13,9,Autumn,Friday,Atlantic Wings,Boeing 787,Manchester,Barcelona,Manchester → Barcelona,1440,06:00,54.0,68.0,207.0,130,Technical,0,136.0,126.09,2.2
FL11306,2024-09-13,9,Autumn,Friday,PolarAir,Airbus A380,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:10,0.0,0.0,422.0,415,On Time,0,79.0,329.86,3.9
FL11746,2024-09-13,9,Autumn,Friday,NovaStar,Airbus A380,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,10:40,0.0,0.0,149.0,145,On Time,0,196.0,97.3,3.8
FL11629,2024-09-13,9,Autumn,Friday,AeroSwift,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,18:55,10.0,15.0,104.0,85,Crew Availability,0,371.0,70.39,4.4
FL13830,2024-09-13,9,Autumn,Friday,Atlantic Wings,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,14:30,,,,85,Late Aircraft,1,382.0,49.0,2.4
FL10040,2024-09-13,9,Autumn,Friday,Atlantic Wings,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,19:10,28.0,23.0,163.0,145,Security,0,219.0,156.85,3.9
FL13924,2024-09-14,9,Autumn,Saturday,NovaStar,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,16:25,6.0,21.0,171.0,145,Crew Availability,0,84.0,75.16,3.2
FL13814,2024-09-14,9,Autumn,Saturday,Atlantic Wings,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,08:50,3.0,11.0,446.0,430,Crew Availability,0,226.0,374.25,3.1
FL10753,2024-09-14,9,Autumn,Saturday,SkyWing Air,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,20:50,5.0,5.0,429.0,415,Technical,0,296.0,311.7,3.0
FL11016,2024-09-15,9,Autumn,Sunday,CloudJet,Embraer E190,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,08:35,41.0,38.0,171.0,135,Crew Availability,0,187.0,94.43,2.2
FL14371,2024-09-15,9,Autumn,Sunday,CloudJet,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,15:35,23.0,33.0,175.0,145,Air Traffic Control,0,158.0,167.46,4.5
FL12606,2024-09-15,9,Autumn,Sunday,NovaStar,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:15,0.0,10.0,97.0,85,On Time,0,192.0,51.04,4.3
FL10534,2024-09-15,9,Autumn,Sunday,PolarAir,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,19:50,0.0,9.0,439.0,420,On Time,0,261.0,381.02,4.4
FL12121,2024-09-15,9,Autumn,Sunday,SkyWing Air,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,21:20,16.0,16.0,159.0,135,Crew Availability,0,315.0,90.36,4.1
FL10104,2024-09-15,9,Autumn,Sunday,NovaStar,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,05:20,0.0,0.0,741.0,745,On Time,0,182.0,586.36,4.3
FL12896,2024-09-15,9,Autumn,Sunday,Atlantic Wings,Airbus A320,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,08:00,9.0,19.0,451.0,430,Crew Availability,0,300.0,415.45,3.6
FL13974,2024-09-16,9,Autumn,Monday,SkyWing Air,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,10:25,0.0,4.0,213.0,210,On Time,0,94.0,239.95,4.5
